Data,Open,High,Low,Close,Adj Close,Volume,Stock
2023-11-09,219.75,220.8000030517578,207.02000427246094,208.36000061035156,208.36000061035156,115405757,TSLA
2023-11-09,19.280000686645508,19.299999237060547,19.045000076293945,19.155000686645508,19.155000686645508,6473466,KVUE
2023-11-09,10.039999961853027,10.069999694824219,9.729999542236328,9.734700202941895,9.734700202941895,38159579,F
2023-11-09,114.09500122070312,115.80999755859375,113.27999877929688,113.66999816894531,113.66999816894531,47738895,AMD
2023-11-09,7.159999847412109,7.170000076293945,6.570000171661377,6.715000152587891,6.715000152587891,70103374,SOFI
2023-11-09,31.570899963378906,31.8700008392334,31.270000457763672,31.479999542236328,31.479999542236328,5237030,PINS
2023-11-09,474.6700134277344,482.29998779296875,469.4530944824219,470.92498779296875,470.92498779296875,42078363,NVDA
2023-11-09,182.9600067138672,184.11500549316406,182.27999877929688,182.5749969482422,182.5749969482422,35950685,AAPL
2023-11-09,28.06999969482422,28.079999923706055,27.399999618530273,27.434999465942383,27.434999465942383,19064698,BAC
2023-11-09,142.02000427246094,142.64999389648438,140.19000244140625,140.46499633789062,140.46499633789062,23197614,AMZN
2023-11-09,12.15999984741211,12.234999656677246,11.673600196838379,11.710100173950195,11.710100173950195,29991177,AAL
2023-11-09,18.65999984741211,18.8700008392334,18.274999618530273,18.315000534057617,18.315000534057617,38640089,PLTR
2023-11-09,30.489999771118164,30.5,29.7450008392334,29.764999389648438,29.764999389648438,19866978,PFE
2023-11-09,15.630000114440918,15.770000457763672,15.180000305175781,15.244999885559082,15.244999885559082,3839601,VFC
2023-11-09,13.069999694824219,13.46500015258789,12.944999694824219,12.979999542236328,12.979999542236328,7134783,PR
2023-11-09,1.0800000429153442,1.0800000429153442,1.0299999713897705,1.0299999713897705,1.0299999713897705,3007019,LU
2023-11-09,38.04999923706055,38.51499938964844,37.78499984741211,38.02000045776367,38.02000045776367,17974176,INTC
2023-11-09,7.820000171661377,7.960000038146973,7.510000228881836,7.5258002281188965,7.5258002281188965,25319349,NIO
2023-11-09,35.939998626708984,36.04999923706055,35.459999084472656,35.60300064086914,35.60300064086914,9805272,VZ
2023-11-09,11.039999961853027,11.729999542236328,11.180000305175781,11.299099922180176,11.299099922180176,19522485,SNAP
2023-11-09,6.78000020980835,6.940000057220459,6.659999847412109,6.675000190734863,6.675000190734863,10393254,RIG
2023-11-09,15.680000305175781,15.75,15.550000190734863,15.5733003616333,15.5733003616333,15869964,T
2023-11-09,16.8799991607666,17.3700008392334,15.449999809265137,15.484999656677246,15.484999656677246,50768134,RIVN
2023-11-09,12.800000190734863,12.920000076293945,12.25,12.295000076293945,12.295000076293945,15837198,CCL
2023-11-09,79.87999725341797,80.25499725341797,75.87999725341797,78.5,78.5,1339785,SRPT
2023-11-09,103.66999816894531,103.97000122070312,103.0199966430664,103.18499755859375,103.18499755859375,11646280,XOM
2023-11-09,131.9600067138672,132.54100036621094,130.41000366210938,130.59500122070312,130.59500122070312,13522784,GOOGL
