Data,Open,High,Low,Close,Adj Close,Volume,Currency
2023-11-09,1.067121982574463,1.0678056478500366,1.0666667222976685,1.067008137702942,1.067008137702942,0,EUR/USD
2023-11-09,151.30499267578125,151.406005859375,151.21800231933594,151.3820037841797,151.3820037841797,0,USD/JPY
2023-11-09,1.2227181196212769,1.2229573726654053,1.2213293313980103,1.2225087881088257,1.2225087881088257,0,GBP/USD
2023-11-09,0.6368980407714844,0.6370400786399841,0.6352795958518982,0.6360594630241394,0.6360594630241394,0,AUD/USD
2023-11-09,0.5896226763725281,0.5900749564170837,0.5888587832450867,0.5895878672599792,0.5895878672599792,0,NZD/USD
2023-11-09,161.41099548339844,161.5279998779297,161.31300354003906,161.47799682617188,161.47799682617188,0,EUR/JPY
2023-11-09,184.9409942626953,185.11000061035156,184.80999755859375,185.0500030517578,185.0500030517578,0,GBP/JPY
2023-11-09,0.8726099729537964,0.8731799721717834,0.872189998626709,0.8725500106811523,0.8725500106811523,0,EUR/GBP
2023-11-09,1.4726799726486206,1.4736000299453735,1.4713900089263916,1.4721499681472778,1.4721499681472778,0,EUR/CAD
2023-11-09,11.65470027923584,11.65820026397705,11.64840030670166,11.654580116271973,11.654580116271973,0,EUR/SEK
2023-11-09,0.9629700183868408,0.9642000198364258,0.9627100229263306,0.9638500213623047,0.9638500213623047,0,EUR/CHF
2023-11-09,378.6000061035156,379.2099914550781,378.2699890136719,379.0400085449219,379.0400085449219,0,EUR/HUF
2023-11-09,161.41099548339844,161.5279998779297,161.31300354003906,161.4810028076172,161.4810028076172,0,EUR/JPY
2023-11-09,7.2829999923706055,7.292099952697754,7.2829999923706055,7.292099952697754,7.292099952697754,0,USD/CNY
2023-11-09,7.808800220489502,7.809100151062012,7.802740097045898,7.807799816131592,7.807799816131592,0,USD/HKD
2023-11-09,1.3593800067901611,1.3609999418258667,1.3592599630355835,1.3604999780654907,1.3604999780654907,0,USD/SGD
2023-11-09,83.29499816894531,83.33000183105469,83.23400115966797,83.30000305175781,83.30000305175781,0,USD/INR
2023-11-09,17.805370330810547,17.821910858154297,17.75,17.777000427246094,17.777000427246094,0,USD/MXN
2023-11-09,55.900001525878906,56.0099983215332,55.81999969482422,55.91999816894531,55.91999816894531,0,USD/PHP
2023-11-09,15649.0,15694.0,15645.0,15694.0,15694.0,0,USD/IDR
2023-11-09,35.70000076293945,35.82600021362305,35.68000030517578,35.77000045776367,35.77000045776367,0,USD/THB
2023-11-09,4.690000057220459,4.7204999923706055,4.690000057220459,4.718500137329102,4.718500137329102,0,USD/MYR
2023-11-09,18.648500442504883,18.67490005493164,18.635000228881836,18.65727996826172,18.65727996826172,0,USD/ZAR
2023-11-09,91.625,92.1500015258789,91.625,92.08799743652344,92.08799743652344,0,USD/RUB
